Column|Format|QuestionText|dtcode|answer_Label|answer_label_condensed|qn_breakdown_label|section|Topic|sub_topic|Question|comment|column_order
q64_6|CURRENCY|South America - Non-listed debt products|9_27|InvestorDomicileSouthAmerica_Debt|IDSA_Debt|South America - Non-listed debt||Capital raised |Investor Domicile and Vehicle Type|q9||242
q6ROW4_hidden|CURRENCY|South America  TOTAL|9_28|InvestorDomicileSouthAmerica_VehicleType_Total|IDSA_VT_Total|South America - Vehicle type total||Capital raised |Investor Domicile and Vehicle Type|q9||243
q65_1|CURRENCY|Africa - Non-listed/ commingled real estate funds/private REITs|9_29|InvestorDomicileAfrica_NonListedFunds|IDAFR_NLF|Africa - Non-listed funds||Capital raised |Investor Domicile and Vehicle Type|q9||244
q65_2|CURRENCY|Africa - Separate accounts investing directly into real estate|9_30|InvestorDomicileAfrica_SeparateAccountsDirect|IDAFR_SepAccDirect|Africa - Separate accounts direct||Capital raised |Investor Domicile and Vehicle Type|q9||245
q65_3|CURRENCY|Africa - Separate accounts investing into indirect vehicles|9_31|InvestorDomicileAfrica_SeparateAccountsIndirect|IDAFR_SepAccIndirect|Africa - Separate accounts indirect||Capital raised |Investor Domicile and Vehicle Type|q9||246
q65_4|CURRENCY|Africa - Joint ventures and club deals|9_32|InvestorDomicileAfrica_JVs|IDAFR_JVs|Africa -  Joint ventures and club deals||Capital raised |Investor Domicile and Vehicle Type|q9||247
q65_5|CURRENCY|Africa - Funds of funds|9_33|InvestorDomicileAfrica_FundsOfFunds|IDAFR_FOF|Africa - Funds of funds||Capital raised |Investor Domicile and Vehicle Type|q9||248
q65_6|CURRENCY|Africa - Non-listed debt products|9_34|InvestorDomicileAfrica_Debt|IDAFR_Debt|Africa - Non-listed debt||Capital raised |Investor Domicile and Vehicle Type|q9||249
q6ROW5_hidden|CURRENCY|Africa  TOTAL|9_35|InvestorDomicileAfrica_VehicleType_Total|IDAFR_VT_Total|Africa - Vehicle type total||Capital raised |Investor Domicile and Vehicle Type|q9||250
q6COL1_hidden|CURRENCY|Non-listed/ commingled real estate funds/private REITs TOTAL|9_36|InvestorDomicile_NonListedFunds_Total|ID_NLF_Total|Regional strategy - Non-listed funds total||Capital raised |Investor Domicile and Vehicle Type|q9||251
q6COL2_hidden|CURRENCY|Separate accounts investing directly into real estate TOTAL|9_37|InvestorDomicile_SeparateAccountsDirect_Total|ID_SepAccDirect_Total|Regional strategy - Separate accounts investing directly total||Capital raised |Investor Domicile and Vehicle Type|q9||252
q6COL3_hidden|CURRENCY|Separate accounts investing into indirect vehicles TOTAL|9_38|InvestorDomicile_SeparateAccountsIndirect_Total|ID_SepAccIndirect_Total|Regional strategy - Separate accounts indirect total||Capital raised |Investor Domicile and Vehicle Type|q9||253
q6COL4_hidden|CURRENCY|Joint ventures and club deals TOTAL|9_39|InvestorDomicile_JVs_Total|ID_JVs_Total|Regional strategy - Joint ventures and club deals total||Capital raised |Investor Domicile and Vehicle Type|q9||254
q6COL5_hidden|CURRENCY|Funds of funds TOTAL|9_40|InvestorDomicile_FundsOfFunds_Total|ID_FOF_Total|Regional strategy - Funds of funds total||Capital raised |Investor Domicile and Vehicle Type|q9||255
q6COL6_hidden|CURRENCY|Non-listed debt products TOTAL|9_41|InvestorDomicile_Debt_Total|ID_Debt_Total|Regional strategy - Non-listed debt total||Capital raised |Investor Domicile and Vehicle Type|q9||256
q6GRANDTotal_hidden|CURRENCY|Total capital company raised in 2017 from Institutional Investors by investor domicile (million)|9_42|InvestorDomicile_VehicleType_Total|ID_VT_Total|Regional strategy - Vehicle type total||Capital raised |Investor Domicile and Vehicle Type|q9||257
||What percentage of the total capital was raised via...?|10|||||||q10||258
q7_1|PERCENT|Placement agent|10_1|PercentMethod_PlacementAgent|PercMeth_PlacAg|Placement agent||Capital raised |Method|q10||259
q7_2|PERCENT|Investors contacting you directly|10_2|PercentMethod_InvestorsContactingDirectly|PercMeth_InvConDirect|Investor contracting directly||Capital raised |Method|q10||260
q7_3|PERCENT|Your own direct relationship with investors|10_3|PercentMethod_RelationshipWithInvestors|PercMeth_RelWithInv|Relationship with investors||Capital raised |Method|q10||261
q7other|TEXT|Other (please specify)|10_4|PercentMethod_Othertext|PercMeth_OtherText|Other Text||Capital raised |Method|q10||262
q7_4|PERCENT|Other|10_5|PercentMethod_Other|PercMeth_Other|Other Method||Capital raised |Method|q10||263
q8|SINGLE|How do you expect capital raising activities to develop over the next two years?|11|CapitalRaisingActivity_Development|CRact_Dev|||Capital raised |Method|q11||264
q9|SINGLE|What impact do you expect regulation to have on capital raising activities over the next two years?|12|CapitalRaisingActivity_Impactregulation|CRact_ImpReg|||Capital raised |Method|q12||265
q91|SINGLE|Would you like the name of your company to be included in the list of participants?|13|Companynameincluded|CompNameIncl|||Name|Name|q13||266
ASIA PACIFIC_apac||For your Asia Pacific strategy, how much institutional capital did your company raise for non-listed vehicles in 2017 by investor type (million)?|14|||||APAC Capital raised|Investor Type and Vehicle Type|q14||267
q101_1_apac|CURRENCY|Pension funds - Non-listed/ commingled real estate funds/private REITs|14_1|APAC_PensionFunds_NonListedFunds|APAC_PF_NLF|Pension funds - Non-listed fund||APAC Capital raised|Investor Type and Vehicle Type|q14||268
q101_2_apac|CURRENCY|Pension funds - Separate accounts investing directly into real estate|14_2|APAC_PensionFunds_SeparateAccountsDirect|APAC_PF_SepAccDirect|Pension funds - Separate accounts investing directly||APAC Capital raised|Investor Type and Vehicle Type|q14||269
q101_3_apac|CURRENCY|Pension funds - Separate accounts investing into indirect vehicles|14_3|APAC_PensionFunds_SeparateAccountsIndirect|APAC_PF_SepAccIndirect|Pension funds - Separate accounts investing indirectly||APAC Capital raised|Investor Type and Vehicle Type|q14||270
q101_4_apac|CURRENCY|Pension funds - Joint ventures and club deals|14_4|APAC_PensionFunds_JVs|APAC_PF_JVs|Pension funds - Joint ventures and club deals||APAC Capital raised|Investor Type and Vehicle Type|q14||271
q101_5_apac|CURRENCY|Pension funds - Funds of funds|14_5|APAC_PensionFunds_FundsOfFunds|APAC_PF_FOF|Pension funds - Funds of funds||APAC Capital raised|Investor Type and Vehicle Type|q14||272
q101_6_apac|CURRENCY|Pension funds - Non-listed debt products|14_6|APAC_PensionFunds_Debt|APAC_PF_Debt|Pension funds - Non-listed debt products||APAC Capital raised|Investor Type and Vehicle Type|q14||273
q10ROW1_hidden_apac|CURRENCY|Pension funds TOTAL|14_7|APAC_PensionFunds_VehicleType_Total|APAC_PF_VT_Total|Pension funds - Vehicle type total||APAC Capital raised|Investor Type and Vehicle Type|q14||274
q102_1_apac|CURRENCY|Insurance companies - Non-listed/ commingled real estate funds/private REITs|14_8|APAC_InsuranceCompanies_NonListedFunds|APAC_IC_NLF|Insurance companies - Non-listed fund||APAC Capital raised|Investor Type and Vehicle Type|q14||275
q102_2_apac|CURRENCY|Insurance companies - Separate accounts investing directly into real estate|14_9|APAC_InsuranceCompanies_SeparateAccountsDirect|APAC_IC_SepAccDirect|Insurance companies - Separate accounts investing directly||APAC Capital raised|Investor Type and Vehicle Type|q14||276
q102_3_apac|CURRENCY|Insurance companies - Separate accounts investing into indirect vehicles|14_10|APAC_InsuranceCompanies_SeparateAccountsIndirect|APAC_IC_SepAccIndirect|Insurance companies - Separate accounts investing indirectly||APAC Capital raised|Investor Type and Vehicle Type|q14||277
q102_4_apac|CURRENCY|Insurance companies - Joint ventures and club deals|14_11|APAC_InsuranceCompanies_JVs|APAC_IC_JVs|Insurance companies - Joint ventures and club deals||APAC Capital raised|Investor Type and Vehicle Type|q14||278
q102_5_apac|CURRENCY|Insurance companies - Funds of funds|14_12|APAC_InsuranceCompanies_FundsOfFunds|APAC_IC_FOF|Insurance companies - Funds of funds||APAC Capital raised|Investor Type and Vehicle Type|q14||279
q102_6_apac|CURRENCY|Insurance companies - Non-listed debt products|14_13|APAC_InsuranceCompanies_Debt|APAC_IC_Debt|Insurance companies - Non-listed debt products||APAC Capital raised|Investor Type and Vehicle Type|q14||280
q10ROW2_hidden_apac|CURRENCY|Insurance companies TOTAL|14_14|APAC_InsuranceCompanies_VehicleType_Total|APAC_IC_VT_Total|Insurance companies - Vehicle type total||APAC Capital raised|Investor Type and Vehicle Type|q14||281
q103_1_apac|CURRENCY|Sovereign wealth funds - Non-listed/ commingled real estate funds/private REITs|14_15|APAC_SovereignWealthFunds_NonListedFunds|APAC_SWF_NLF|Sovereign wealth funds - Non-listed fund||APAC Capital raised|Investor Type and Vehicle Type|q14||282
q103_2_apac|CURRENCY|Sovereign wealth funds - Separate accounts investing directly into real estate|14_16|APAC_SovereignWealthFunds_SeparateAccountsDirect|APAC_SWF_SepAccDirect|Sovereign wealth funds - Separate accounts investing directly||APAC Capital raised|Investor Type and Vehicle Type|q14||283
q103_3_apac|CURRENCY|Sovereign wealth funds - Separate accounts investing into indirect vehicles|14_17|APAC_SovereignWealthFunds_SeparateAccountsIndirect|APAC_SWF_SepAccIndirect|Sovereign wealth funds - Separate accounts investing indirectly||APAC Capital raised|Investor Type and Vehicle Type|q14||284
q103_4_apac|CURRENCY|Sovereign wealth funds - Joint ventures and club deals|14_18|APAC_SovereignWealthFunds_JVs|APAC_SWF_JVs|Sovereign wealth funds - Joint ventures and club deals||APAC Capital raised|Investor Type and Vehicle Type|q14||285
q103_5_apac|CURRENCY|Sovereign wealth funds - Funds of funds|14_19|APAC_SovereignWealthFunds_FundsOfFunds|APAC_SWF_FOF|Sovereign wealth funds - Funds of funds||APAC Capital raised|Investor Type and Vehicle Type|q14||286
q103_6_apac|CURRENCY|Sovereign wealth funds - Non-listed debt products|14_20|APAC_SovereignWealthFunds_Debt|APAC_SWF_Debt|Sovereign wealth funds - Non-listed debt products||APAC Capital raised|Investor Type and Vehicle Type|q14||287
q10ROW3_hidden_apac|CURRENCY|Sovereign wealth funds TOTAL|14_21|APAC_SovereignWealthFunds_VehicleType_Total|APAC_SWF_VT_Total|Sovereign wealth funds - Vehicle type total||APAC Capital raised|Investor Type and Vehicle Type|q14||288
q104_1_apac|CURRENCY|Government institutions - Non-listed/ commingled real estate funds/private REITs|14_22|APAC_GovernmentInstitutions_NonListedFunds|APAC_GI_NLF|Government institutions - Non-listed fund||APAC Capital raised|Investor Type and Vehicle Type|q14||289
q104_2_apac|CURRENCY|Government institutions - Separate accounts investing directly into real estate|14_23|APAC_GovernmentInstitutions_SeparateAccountsDirect|APAC_GI_SepAccDirect|Government institutions - Separate accounts investing directly||APAC Capital raised|Investor Type and Vehicle Type|q14||290
q104_3_apac|CURRENCY|Government institutions - Separate accounts investing into indirect vehicles|14_24|APAC_GovernmentInstitutions_SeparateAccountsIndirect|APAC_GI_SepAccIndirect|Government institutions - Separate accounts investing indirectly||APAC Capital raised|Investor Type and Vehicle Type|q14||291
q104_4_apac|CURRENCY|Government institutions - Joint ventures and club deals|14_25|APAC_GovernmentInstitutions_JVs|APAC_GI_JVs|Government institutions - Joint ventures and club deals||APAC Capital raised|Investor Type and Vehicle Type|q14||292
q104_5_apac|CURRENCY|Government institutions - Funds of funds|14_26|APAC_GovernmentInstitutions_FundsOfFunds|APAC_GI_FOF|Government institutions - Funds of funds||APAC Capital raised|Investor Type and Vehicle Type|q14||293
q104_6_apac|CURRENCY|Government institutions - Non-listed debt products|14_27|APAC_GovernmentInstitutions_Debt|APAC_GI_Debt|Government institutions - Non-listed debt products||APAC Capital raised|Investor Type and Vehicle Type|q14||294
q10ROW4_hidden_apac|CURRENCY|Government institutions TOTAL|14_28|APAC_GovernmentInstitutions_VehicleType_Total|APAC_GI_VT_Total|Government institutions - Vehicle type total||APAC Capital raised|Investor Type and Vehicle Type|q14||295
q105_1_apac|CURRENCY|Charities, foundations, non-profit organisations - Non-listed/ commingled real estate funds/private REITs|14_29|APAC_CharitiesFoundationsNonProfitOrganizations_NonListedFunds|APAC_CF&NPO_NLF|Charities, foundations & non-profit organisations - Non-listed fund||APAC Capital raised|Investor Type and Vehicle Type|q14||296
q105_2_apac|CURRENCY|Charities, foundations, non-profit organisations - Separate accounts investing directly into real estate|14_30|APAC_CharitiesFoundationsNonProfitOrganizations_SeparateAccountsDirect|APAC_CF&NPO_SepAccDirect|Charities, foundations & non-profit organisations - Separate accounts investing directly||APAC Capital raised|Investor Type and Vehicle Type|q14||297
q105_3_apac|CURRENCY|Charities, foundations, non-profit organisations - Separate accounts investing into indirect vehicles|14_31|APAC_CharitiesFoundationsNonProfitOrganizations_SeparateAccountsIndirect|APAC_CF&NPO_SepAccIndirect|Charities, foundations & non-profit organisations - Separate accounts investing indirectly||APAC Capital raised|Investor Type and Vehicle Type|q14||298
q105_4_apac|CURRENCY|Charities, foundations, non-profit organisations - Joint ventures and club deals|14_32|APAC_CharitiesFoundationsNonProfitOrganizations_JVs|APAC_CF&NPO_JVs|Charities, foundations & non-profit organisations - Joint ventures and club deals||APAC Capital raised|Investor Type and Vehicle Type|q14||299
q105_5_apac|CURRENCY|Charities, foundations, non-profit organisations - Funds of funds|14_33|APAC_CharitiesFoundationsNonProfitOrganizations_FundsOfFunds|APAC_CF&NPO_FOF|Charities, foundations & non-profit organisations - Funds of funds||APAC Capital raised|Investor Type and Vehicle Type|q14||300
q105_6_apac|CURRENCY|Charities, foundations, non-profit organisations - Non-listed debt products|14_34|APAC_CharitiesFoundationsNonProfitOrganizations_Debt|APAC_CF&NPO_Debt|Charities, foundations & non-profit organisations - Non-listed debt products||APAC Capital raised|Investor Type and Vehicle Type|q14||301
q10ROW5_hidden_apac|CURRENCY|Charities, foundations, non-profit organisations  TOTAL|14_35|APAC_CharitiesFoundationsNonProfitOrganizations_VehicleType_Total|APAC_CF&NPO_VT_Total|Charities, foundations & non-profit organisations - Vehicle type total||APAC Capital raised|Investor Type and Vehicle Type|q14||302
q106_1_apac|CURRENCY|Funds of funds - Non-listed/ commingled real estate funds/private REITs|14_36|APAC_FundsOfFunds_NonListedFunds|APAC_FOF_NLF|Funds of funds - Non-listed fund||APAC Capital raised|Investor Type and Vehicle Type|q14||303
q106_2_apac|CURRENCY|Funds of funds - Separate accounts investing directly into real estate|14_37|APAC_FundsOfFunds_SeparateAccountsDirect|APAC_FOF_SepAccDirect|Funds of funds - Separate accounts investing directly||APAC Capital raised|Investor Type and Vehicle Type|q14||304
q106_3_apac|CURRENCY|Funds of funds - Separate accounts investing into indirect vehicles|14_38|APAC_FundsOfFunds_SeparateAccountsIndirect|APAC_FOF_SepAccIndirect|Funds of funds - Separate accounts investing indirectly||APAC Capital raised|Investor Type and Vehicle Type|q14||305
q106_4_apac|CURRENCY|Funds of funds - Joint ventures and club deals|14_39|APAC_FundsOfFunds_JVs|APAC_FOF_JVs|Funds of funds - Joint ventures and club deals||APAC Capital raised|Investor Type and Vehicle Type|q14||306
q106_5_apac|CURRENCY|Funds of funds - Funds of funds|14_40|APAC_FundsOfFunds_FundsOfFunds|APAC_FOF_FOF|Funds of funds - Funds of funds||APAC Capital raised|Investor Type and Vehicle Type|q14||307
q106_6_apac|CURRENCY|Funds of funds - Non-listed debt products|14_41|APAC_FundsOfFunds_Debt|APAC_FOF_Debt|Funds of funds - Non-listed debt products||APAC Capital raised|Investor Type and Vehicle Type|q14||308
q10ROW6_hidden_apac|CURRENCY|Funds of funds TOTAL|14_42|APAC_FundsOfFunds_VehicleType_Total|APAC_FOF_VT_Total|Funds of funds - Vehicle type total||APAC Capital raised|Investor Type and Vehicle Type|q14||309
q107_1_apac|CURRENCY|High net worth individuals /Family offices - Non-listed/ commingled real estate funds/private REITs|14_43|APAC_HighnetWorthIndividualsFamilyOffices_NonListedFunds|APAC_HNWI/FO_NLF|Hign net worth individuals/Family offices - Non-listed fund||APAC Capital raised|Investor Type and Vehicle Type|q14||310
q107_2_apac|CURRENCY|High net worth individuals /Family offices - Separate accounts investing directly into real estate|14_44|APAC_HighnetWorthIndividualsFamilyOffices_SeparateAccountsDirect|APAC_HNWI/FO_SepAccDirect|Hign net worth individuals/Family offices - Separate accounts investing directly||APAC Capital raised|Investor Type and Vehicle Type|q14||311
q107_3_apac|CURRENCY|High net worth individuals /Family offices - Separate accounts investing into indirect vehicles|14_45|APAC_HighnetWorthIndividualsFamilyOffices_SeparateAccountsIndirect|APAC_HNWI/FO_SepAccIndirect|Hign net worth individuals/Family offices - Separate accounts investing indirectly||APAC Capital raised|Investor Type and Vehicle Type|q14||312
q107_4_apac|CURRENCY|High net worth individuals /Family offices - Joint ventures and club deals|14_46|APAC_HighnetWorthIndividualsFamilyOffices_JVs|APAC_HNWI/FO_JVs|Hign net worth individuals/Family offices - Joint ventures and club deals||APAC Capital raised|Investor Type and Vehicle Type|q14||313
q107_5_apac|CURRENCY|High net worth individuals /Family offices - Funds of funds|14_47|APAC_HighnetWorthIndividualsFamilyOffices_FundsOfFunds|APAC_HNWI/FO_FOF|Hign net worth individuals/Family offices - Funds of funds||APAC Capital raised|Investor Type and Vehicle Type|q14||314
q107_6_apac|CURRENCY|High net worth individuals /Family offices - Non-listed debt products|14_48|APAC_HighnetWorthIndividualsFamilyOffices_Debt|APAC_HNWI/FO_Debt|Hign net worth individuals/Family offices - Non-listed debt products||APAC Capital raised|Investor Type and Vehicle Type|q14||315
q10ROW7_hidden_apac|CURRENCY|High net worth individuals /Family offices TOTAL|14_49|APAC_HighnetWorthIndividualsFamilyOffices_VehicleType_Total|APAC_HNWI/FO_VT_Total|Hign net worth individuals/Family offices - Vehicle type total||APAC Capital raised|Investor Type and Vehicle Type|q14||316
q10other_apac|TEXT|Other (please specify)|14_50|APAC_OtherInvestorTypetext|APAC_OtherITText|Other investor type||APAC Capital raised|Investor Type and Vehicle Type|q14||317
q108_1_apac|CURRENCY|Other - Non-listed/ commingled real estate funds/private REITs|14_51|APAC_OtherInvestorType_NonListedFunds|APAC_OtherIT_NLF|Other investor type - Non-listed fund||APAC Capital raised|Investor Type and Vehicle Type|q14||318
q108_2_apac|CURRENCY|Other - Separate accounts investing directly into real estate|14_52|APAC_OtherInvestorType_SeparateAccountsDirect|APAC_OtherIT_SepAccDirect|Other investor type - Separate accounts investing directly||APAC Capital raised|Investor Type and Vehicle Type|q14||319
q108_3_apac|CURRENCY|Other - Separate accounts investing into indirect vehicles|14_53|APAC_OtherInvestorType_SeparateAccountsIndirect|APAC_OtherIT_SepAccIndirect|Other investor type - Separate accounts investing indirectly||APAC Capital raised|Investor Type and Vehicle Type|q14||320
q108_4_apac|CURRENCY|Other - Joint ventures and club deals|14_54|APAC_OtherInvestorType_JVs|APAC_OtherIT_JVs|Other investor type - Joint ventures and club deals||APAC Capital raised|Investor Type and Vehicle Type|q14||321
q108_5_apac|CURRENCY|Other - Funds of funds|14_55|APAC_OtherInvestorType_FundsOfFunds|APAC_OtherIT_FOF|Other investor type - Funds of funds||APAC Capital raised|Investor Type and Vehicle Type|q14||322
q108_6_apac|CURRENCY|Other - Non-listed debt products|14_56|APAC_OtherInvestorType_Debt|APAC_OtherIT_Debt|Other investor type - Non-listed debt products||APAC Capital raised|Investor Type and Vehicle Type|q14||323
q10ROW8_hidden_apac|CURRENCY|Other TOTAL|14_57|APAC_OtherInvestorType_VehicleType_Total|APAC_OtherIT_VT_Total|Other investor type - Vehicle type total||APAC Capital raised|Investor Type and Vehicle Type|q14||324
q10COL1_hidden_apac|CURRENCY|Non-listed/ commingled real estate funds/private REITs TOTAL|14_58|APAC_InvestorType_NonListedFunds_Total|APAC_IT_NLF_Total|Investor type - Non-listed fund total||APAC Capital raised|Investor Type and Vehicle Type|q14||325
q10COL2_hidden_apac|CURRENCY|Separate accounts investing directly into real estate TOTAL|14_59|APAC_InvestorType_SeparateAccountsDirect_Total|APAC_IT_SepAccDirect_Total|Investor type - Separate accounts investing directly total||APAC Capital raised|Investor Type and Vehicle Type|q14||326
q10COL3_hidden_apac|CURRENCY|Separate accounts investing into indirect vehicles TOTAL|14_60|APAC_InvestorType_SeparateAccountsIndirect_Total|APAC_IT_SepAccIndirect_Total|Investor type - Separate accounts investing indirectly total||APAC Capital raised|Investor Type and Vehicle Type|q14||327
q10COL4_hidden_apac|CURRENCY|Joint ventures and club deals TOTAL|14_61|APAC_InvestorType_JVs_Total|APAC_IT_JVs_Total|Investor type - Joint ventures and club deals total||APAC Capital raised|Investor Type and Vehicle Type|q14||328
q10COL5_hidden_apac|CURRENCY|Funds of funds TOTAL|14_62|APAC_InvestorType_FundsOfFunds_Total|APAC_IT_FOF_Total|Investor type - Funds of funds total||APAC Capital raised|Investor Type and Vehicle Type|q14||329
q10COL6_hidden_apac|CURRENCY|Non-listed debt products TOTAL|14_63|APAC_InvestorType_Debt_Total|APAC_IT_Debt_Total|Investor type - Non-listed debt products total||APAC Capital raised|Investor Type and Vehicle Type|q14||330
q10GRANDTotal_hidden_apac|CURRENCY|TOTAL institutional capital by investor type|14_64|APAC_InvestorType_VehicleType_Total|APAC_IT_VT_Total|Investor type - Vehicle type total||APAC Capital raised|Investor Type and Vehicle Type|q14||331
_apac||[Asia Pacific strategy] How much institutional capital did your company raise in 2017 by investor domicile (million)?|15|||||APAC Capital raised|Investor Domicile and Vehicle Type|q15||332
q111_1_apac|CURRENCY|Europe - Non-listed/ commingled real estate funds/private REITs|15_1|APAC_InvestorDomicileEurope_NonListedFunds|APAC_IDEUR_NLF|Europe - Non-listed funds||APAC Capital raised|Investor Domicile and Vehicle Type|q15||333
q111_2_apac|CURRENCY|Europe - Separate accounts investing directly into real estate|15_2|APAC_InvestorDomicileEurope_SeparateAccountsDirect|APAC_IDEUR_SepAccDirect|Europe - Separate accounts investing directly||APAC Capital raised|Investor Domicile and Vehicle Type|q15||334
q111_3_apac|CURRENCY|Europe - Separate accounts investing into indirect vehicles|15_3|APAC_InvestorDomicileEurope_SeparateAccountsIndirect|APAC_IDEUR_SepAccIndirect|Europe - Separate accounts investing indirectly||APAC Capital raised|Investor Domicile and Vehicle Type|q15||335
q111_4_apac|CURRENCY|Europe - Joint ventures and club deals|15_4|APAC_InvestorDomicileEurope_JVs|APAC_IDEUR_JVs|Europe - Joint ventures and club deals||APAC Capital raised|Investor Domicile and Vehicle Type|q15||336
q111_5_apac|CURRENCY|Europe - Funds of funds|15_5|APAC_InvestorDomicileEurope_FundsOfFunds|APAC_IDEUR_FOF|Europe - Funds of funds||APAC Capital raised|Investor Domicile and Vehicle Type|q15||337
q111_6_apac|CURRENCY|Europe - Non-listed debt products|15_6|APAC_InvestorDomicileEurope_Debt|APAC_IDEUR_Debt|Europe - Non-listed debt products||APAC Capital raised|Investor Domicile and Vehicle Type|q15||338
q11ROW1_hidden_apac|CURRENCY|Europe TOTAL|15_7|APAC_InvestorDomicileEurope_VehicleType_Total|APAC_IDEUR_VT_Total|Europe - Vehicle type total||APAC Capital raised|Investor Domicile and Vehicle Type|q15||339
q112_1_apac|CURRENCY|Asia Pacific - Non-listed/ commingled real estate funds/private REITs|15_8|APAC_InvestorDomicileAsiaPacific_NonListedFunds|APAC_IDAPAC_NLF|Asia Pacific - Non-listed funds||APAC Capital raised|Investor Domicile and Vehicle Type|q15||340
q112_2_apac|CURRENCY|Asia Pacific - Separate accounts investing directly into real estate|15_9|APAC_InvestorDomicileAsiaPacific_SeparateAccountsDirect|APAC_IDAPAC_SepAccDirect|Asia Pacific - Separate accounts investing directly||APAC Capital raised|Investor Domicile and Vehicle Type|q15||341
q112_3_apac|CURRENCY|Asia Pacific - Separate accounts investing into indirect vehicles|15_10|APAC_InvestorDomicileAsiaPacific_SeparateAccountsIndirect|APAC_IDAPAC_SepAccIndirect|Asia Pacific - Separate accounts investing indirectly||APAC Capital raised|Investor Domicile and Vehicle Type|q15||342
q112_4_apac|CURRENCY|Asia Pacific - Joint ventures and club deals|15_11|APAC_InvestorDomicileAsiaPacific_JVs|APAC_IDAPAC_JVs|Asia Pacific - Joint ventures and club deals||APAC Capital raised|Investor Domicile and Vehicle Type|q15||343
q112_5_apac|CURRENCY|Asia Pacific - Funds of funds|15_12|APAC_InvestorDomicileAsiaPacific_FundsOfFunds|APAC_IDAPAC_FOF|Asia Pacific - Funds of funds||APAC Capital raised|Investor Domicile and Vehicle Type|q15||344
q112_6_apac|CURRENCY|Asia Pacific - Non-listed debt products|15_13|APAC_InvestorDomicileAsiaPacific_Debt|APAC_IDAPAC_Debt|Asia Pacific - Non-listed debt products||APAC Capital raised|Investor Domicile and Vehicle Type|q15||345
q11ROW2_hidden_apac|CURRENCY|Asia Pacific TOTAL|15_14|APAC_InvestorDomicileAsiaPacific_VehicleType_Total|APAC_IDAPAC_VT_Total|Asia Pacific - Vehicle type total||APAC Capital raised|Investor Domicile and Vehicle Type|q15||346
q113_1_apac|CURRENCY|North America - Non-listed/ commingled real estate funds/private REITs|15_15|APAC_InvestorDomicileNorthAmerica_NonListedFunds|APAC_IDNA_NLF|North America - Non-listed funds||APAC Capital raised|Investor Domicile and Vehicle Type|q15||347
q113_2_apac|CURRENCY|North America - Separate accounts investing directly into real estate|15_16|APAC_InvestorDomicileNorthAmerica_SeparateAccountsDirect|APAC_IDNA_SepAccDirect|North America - Separate accounts investing directly||APAC Capital raised|Investor Domicile and Vehicle Type|q15||348
q113_3_apac|CURRENCY|North America - Separate accounts investing into indirect vehicles|15_17|APAC_InvestorDomicileNorthAmerica_SeparateAccountsIndirect|APAC_IDNA_SepAccIndirect|North America - Separate accounts investing indirectly||APAC Capital raised|Investor Domicile and Vehicle Type|q15||349
q113_4_apac|CURRENCY|North America - Joint ventures and club deals|15_18|APAC_InvestorDomicileNorthAmerica_JVs|APAC_IDNA_JVs|North America - Joint ventures and club deals||APAC Capital raised|Investor Domicile and Vehicle Type|q15||350
q113_5_apac|CURRENCY|North America - Funds of funds|15_19|APAC_InvestorDomicileNorthAmerica_FundsOfFunds|APAC_IDNA_FOF|North America - Funds of funds||APAC Capital raised|Investor Domicile and Vehicle Type|q15||351
q113_6_apac|CURRENCY|North America - Non-listed debt products|15_20|APAC_InvestorDomicileNorthAmerica_Debt|APAC_IDNA_Debt|North America - Non-listed debt products||APAC Capital raised|Investor Domicile and Vehicle Type|q15||352
q11ROW3_hidden_apac|CURRENCY|North America TOTAL|15_21|APAC_InvestorDomicileNorthAmerica_VehicleType_Total|APAC_IDNA_VT_Total|North America - Vehicle type total||APAC Capital raised|Investor Domicile and Vehicle Type|q15||353
q114_1_apac|CURRENCY|South America - Non-listed/ commingled real estate funds/private REITs|15_22|APAC_InvestorDomicileSouthAmerica_NonListedFunds|APAC_IDSA_NLF|South America - Non-listed funds||APAC Capital raised|Investor Domicile and Vehicle Type|q15||354
q114_2_apac|CURRENCY|South America - Separate accounts investing directly into real estate|15_23|APAC_InvestorDomicileSouthAmerica_SeparateAccountsDirect|APAC_IDSA_SepAccDirect|South America - Separate accounts investing directly||APAC Capital raised|Investor Domicile and Vehicle Type|q15||355
q114_3_apac|CURRENCY|South America - Separate accounts investing into indirect vehicles|15_24|APAC_InvestorDomicileSouthAmerica_SeparateAccountsIndirect|APAC_IDSA_SepAccIndirect|South America - Separate accounts investing indirectly||APAC Capital raised|Investor Domicile and Vehicle Type|q15||356
q114_4_apac|CURRENCY|South America - Joint ventures and club deals|15_25|APAC_InvestorDomicileSouthAmerica_JVs|APAC_IDSA_JVs|South America - Joint ventures and club deals||APAC Capital raised|Investor Domicile and Vehicle Type|q15||357
q114_5_apac|CURRENCY|South America - Funds of funds|15_26|APAC_InvestorDomicileSouthAmerica_FundsOfFunds|APAC_IDSA_FOF|South America - Funds of funds||APAC Capital raised|Investor Domicile and Vehicle Type|q15||358
q114_6_apac|CURRENCY|South America - Non-listed debt products|15_27|APAC_InvestorDomicileSouthAmerica_Debt|APAC_IDSA_Debt|South America - Non-listed debt products||APAC Capital raised|Investor Domicile and Vehicle Type|q15||359
