Column|Format|QuestionText|dtcode|answer_Label|answer_label_condensed|qn_breakdown_label|section|Topic|sub_topic|Question|comment|column_order
q105_6_apac|CURRENCY|APAC: Charities, foundations, non-profit organisations - Non-listed debt products|14_34|APAC_CharitiesFoundationsNonProfitOrganizations_Debt|APAC_CF&NPO_Debt|Charities, foundations & non-profit organisations - Non-listed debt products||APAC Capital raised|Investor Type and Vehicle Type|q14||298
q10ROW5_Total_apac|CURRENCY|APAC: Charities, foundations, non-profit organisations - TOTAL|14_35|APAC_CharitiesFoundationsNonProfitOrganizations_VehicleType_Total|APAC_CF&NPO_VT_Total|Charities, foundations & non-profit organisations - Vehicle type total||APAC Capital raised|Investor Type and Vehicle Type|q14||299
q106_1_apac|CURRENCY|APAC: Funds of funds - Non-listed/ commingled real estate funds/private REITs|14_36|APAC_FundsOfFunds_NonListedFunds|APAC_FOF_NLF|Funds of funds - Non-listed fund||APAC Capital raised|Investor Type and Vehicle Type|q14||300
q106_2_apac|CURRENCY|APAC: Funds of funds - Separate accounts investing directly into real estate|14_37|APAC_FundsOfFunds_SeparateAccountsDirect|APAC_FOF_SepAccDirect|Funds of funds - Separate accounts investing directly||APAC Capital raised|Investor Type and Vehicle Type|q14||301
q106_3_apac|CURRENCY|APAC: Funds of funds - Separate accounts investing into indirect vehicles|14_38|APAC_FundsOfFunds_SeparateAccountsIndirect|APAC_FOF_SepAccIndirect|Funds of funds - Separate accounts investing indirectly||APAC Capital raised|Investor Type and Vehicle Type|q14||302
q106_4_apac|CURRENCY|APAC: Funds of funds - Joint ventures and club deals|14_39|APAC_FundsOfFunds_JVs|APAC_FOF_JVs|Funds of funds - Joint ventures and club deals||APAC Capital raised|Investor Type and Vehicle Type|q14||303
q106_5_apac|CURRENCY|APAC: Funds of funds - Funds of funds|14_40|APAC_FundsOfFunds_FundsOfFunds|APAC_FOF_FOF|Funds of funds - Funds of funds||APAC Capital raised|Investor Type and Vehicle Type|q14||304
q106_6_apac|CURRENCY|APAC: Funds of funds - Non-listed debt products|14_41|APAC_FundsOfFunds_Debt|APAC_FOF_Debt|Funds of funds - Non-listed debt products||APAC Capital raised|Investor Type and Vehicle Type|q14||305
q10ROW6_Total_apac|CURRENCY|APAC: Funds of funds - TOTAL|14_42|APAC_FundsOfFunds_VehicleType_Total|APAC_FOF_VT_Total|Funds of funds - Vehicle type total||APAC Capital raised|Investor Type and Vehicle Type|q14||306
q107_1_apac|CURRENCY|APAC: High net worth individuals /Family offices - Non-listed/ commingled real estate funds/private REITs|14_43|APAC_HighnetWorthIndividualsFamilyOffices_NonListedFunds|APAC_HNWI/FO_NLF|Hign net worth individuals/Family offices - Non-listed fund||APAC Capital raised|Investor Type and Vehicle Type|q14||307
q107_2_apac|CURRENCY|APAC: High net worth individuals /Family offices - Separate accounts investing directly into real estate|14_44|APAC_HighnetWorthIndividualsFamilyOffices_SeparateAccountsDirect|APAC_HNWI/FO_SepAccDirect|Hign net worth individuals/Family offices - Separate accounts investing directly||APAC Capital raised|Investor Type and Vehicle Type|q14||308
q107_3_apac|CURRENCY|APAC: High net worth individuals /Family offices - Separate accounts investing into indirect vehicles|14_45|APAC_HighnetWorthIndividualsFamilyOffices_SeparateAccountsIndirect|APAC_HNWI/FO_SepAccIndirect|Hign net worth individuals/Family offices - Separate accounts investing indirectly||APAC Capital raised|Investor Type and Vehicle Type|q14||309
q107_4_apac|CURRENCY|APAC: High net worth individuals /Family offices - Joint ventures and club deals|14_46|APAC_HighnetWorthIndividualsFamilyOffices_JVs|APAC_HNWI/FO_JVs|Hign net worth individuals/Family offices - Joint ventures and club deals||APAC Capital raised|Investor Type and Vehicle Type|q14||310
q107_5_apac|CURRENCY|APAC: High net worth individuals /Family offices - Funds of funds|14_47|APAC_HighnetWorthIndividualsFamilyOffices_FundsOfFunds|APAC_HNWI/FO_FOF|Hign net worth individuals/Family offices - Funds of funds||APAC Capital raised|Investor Type and Vehicle Type|q14||311
q107_6_apac|CURRENCY|APAC: High net worth individuals /Family offices - Non-listed debt products|14_48|APAC_HighnetWorthIndividualsFamilyOffices_Debt|APAC_HNWI/FO_Debt|Hign net worth individuals/Family offices - Non-listed debt products||APAC Capital raised|Investor Type and Vehicle Type|q14||312
q10ROW7_Total_apac|CURRENCY|APAC: High net worth individuals /Family offices - TOTAL|14_49|APAC_HighnetWorthIndividualsFamilyOffices_VehicleType_Total|APAC_HNWI/FO_VT_Total|Hign net worth individuals/Family offices - Vehicle type total||APAC Capital raised|Investor Type and Vehicle Type|q14||313
q10other_apac|TEXT|APAC: Other investor type (Other)|14_50|APAC_OtherInvestorTypetext|APAC_OtherITText|Other investor type||APAC Capital raised|Investor Type and Vehicle Type|q14||314
q108_1_apac|CURRENCY|APAC: Other - Non-listed/ commingled real estate funds/private REITs|14_51|APAC_OtherInvestorType_NonListedFunds|APAC_OtherIT_NLF|Other investor type - Non-listed fund||APAC Capital raised|Investor Type and Vehicle Type|q14||315
q108_2_apac|CURRENCY|APAC: Other - Separate accounts investing directly into real estate|14_52|APAC_OtherInvestorType_SeparateAccountsDirect|APAC_OtherIT_SepAccDirect|Other investor type - Separate accounts investing directly||APAC Capital raised|Investor Type and Vehicle Type|q14||316
q108_3_apac|CURRENCY|APAC: Other - Separate accounts investing into indirect vehicles|14_53|APAC_OtherInvestorType_SeparateAccountsIndirect|APAC_OtherIT_SepAccIndirect|Other investor type - Separate accounts investing indirectly||APAC Capital raised|Investor Type and Vehicle Type|q14||317
q108_4_apac|CURRENCY|APAC: Other - Joint ventures and club deals|14_54|APAC_OtherInvestorType_JVs|APAC_OtherIT_JVs|Other investor type - Joint ventures and club deals||APAC Capital raised|Investor Type and Vehicle Type|q14||318
q108_5_apac|CURRENCY|APAC: Other - Funds of funds|14_55|APAC_OtherInvestorType_FundsOfFunds|APAC_OtherIT_FOF|Other investor type - Funds of funds||APAC Capital raised|Investor Type and Vehicle Type|q14||319
q108_6_apac|CURRENCY|APAC: Other - Non-listed debt products|14_56|APAC_OtherInvestorType_Debt|APAC_OtherIT_Debt|Other investor type - Non-listed debt products||APAC Capital raised|Investor Type and Vehicle Type|q14||320
q10ROW8_Total_apac|CURRENCY|APAC: Other - TOTAL|14_57|APAC_OtherInvestorType_VehicleType_Total|APAC_OtherIT_VT_Total|Other investor type - Vehicle type total||APAC Capital raised|Investor Type and Vehicle Type|q14||321
q10COL1_Total_apac|CURRENCY|APAC TOTAL - Non-listed/ commingled real estate funds/private REITs|14_58|APAC_InvestorType_NonListedFunds_Total|APAC_IT_NLF_Total|Investor type - Non-listed fund total||APAC Capital raised|Investor Type and Vehicle Type|q14||322
q10COL2_Total_apac|CURRENCY|APAC TOTAL - Separate accounts investing directly into real estate|14_59|APAC_InvestorType_SeparateAccountsDirect_Total|APAC_IT_SepAccDirect_Total|Investor type - Separate accounts investing directly total||APAC Capital raised|Investor Type and Vehicle Type|q14||323
q10COL3_Total_apac|CURRENCY|APAC TOTAL - Separate accounts investing into indirect vehicles|14_60|APAC_InvestorType_SeparateAccountsIndirect_Total|APAC_IT_SepAccIndirect_Total|Investor type - Separate accounts investing indirectly total||APAC Capital raised|Investor Type and Vehicle Type|q14||324
q10COL4_Total_apac|CURRENCY|APAC TOTAL - Joint ventures and club deals|14_61|APAC_InvestorType_JVs_Total|APAC_IT_JVs_Total|Investor type - Joint ventures and club deals total||APAC Capital raised|Investor Type and Vehicle Type|q14||325
q10COL5_Total_apac|CURRENCY|APAC TOTAL - Funds of funds|14_62|APAC_InvestorType_FundsOfFunds_Total|APAC_IT_FOF_Total|Investor type - Funds of funds total||APAC Capital raised|Investor Type and Vehicle Type|q14||326
q10COL6_Total_apac|CURRENCY|APAC TOTAL - Non-listed debt products|14_63|APAC_InvestorType_Debt_Total|APAC_IT_Debt_Total|Investor type - Non-listed debt products total||APAC Capital raised|Investor Type and Vehicle Type|q14||327
q10GRANDTotal_apac|CURRENCY|APAC TOTAL Capital Raised in 2020 for your Asia Pacific strategy by investor type|14_64|APAC_InvestorType_VehicleType_Total|APAC_IT_VT_Total|Investor type - Vehicle type total||APAC Capital raised|Investor Type and Vehicle Type|q14||328
_apac||For your Asia Pacific strategy*, how much institutional capital did your company raise for Non-listed vehicless in 2020 by investor domicile (million)?|15|||||||q15||329
q111_1_apac|CURRENCY|APAC: Asia Pacific - Non-listed/ commingled real estate funds/private REITs|15_1|APAC_InvestorDomicileAsiaPacific_NonListedFunds|APAC_IDAPAC_NLF|Asia Pacific - Non-listed funds||APAC Capital raised|Investor Domicile and Vehicle Type|q15||330
q111_2_apac|CURRENCY|APAC: Asia Pacific - Separate accounts investing directly into real estate|15_2|APAC_InvestorDomicileAsiaPacific_SeparateAccountsDirect|APAC_IDAPAC_SepAccDirect|Asia Pacific - Separate accounts investing directly||APAC Capital raised|Investor Domicile and Vehicle Type|q15||331
q111_3_apac|CURRENCY|APAC: Asia Pacific - Separate accounts investing into indirect vehicles|15_3|APAC_InvestorDomicileAsiaPacific_SeparateAccountsIndirect|APAC_IDAPAC_SepAccIndirect|Asia Pacific - Separate accounts investing indirectly||APAC Capital raised|Investor Domicile and Vehicle Type|q15||332
q111_4_apac|CURRENCY|APAC: Asia Pacific - Joint ventures and club deals|15_4|APAC_InvestorDomicileAsiaPacific_JVs|APAC_IDAPAC_JVs|Asia Pacific - Joint ventures and club deals||APAC Capital raised|Investor Domicile and Vehicle Type|q15||333
q111_5_apac|CURRENCY|APAC: Asia Pacific - Funds of funds|15_5|APAC_InvestorDomicileAsiaPacific_FundsOfFunds|APAC_IDAPAC_FOF|Asia Pacific - Funds of funds||APAC Capital raised|Investor Domicile and Vehicle Type|q15||334
q111_6_apac|CURRENCY|APAC: Asia Pacific - Non-listed debt products|15_6|APAC_InvestorDomicileAsiaPacific_Debt|APAC_IDAPAC_Debt|Asia Pacific - Non-listed debt products||APAC Capital raised|Investor Domicile and Vehicle Type|q15||335
q11ROW1_Total_apac|CURRENCY|APAC: Asia Pacific - TOTAL|15_7|APAC_InvestorDomicileAsiaPacific_VehicleType_Total|APAC_IDAPAC_VT_Total|Asia Pacific - Vehicle type total||APAC Capital raised|Investor Domicile and Vehicle Type|q15||336
q112_1_apac|CURRENCY|APAC: Europe - Non-listed/ commingled real estate funds/private REITs|15_8|APAC_InvestorDomicileEurope_NonListedFunds|APAC_IDEUR_NLF|Europe - Non-listed funds||APAC Capital raised|Investor Domicile and Vehicle Type|q15||337
q112_2_apac|CURRENCY|APAC: Europe - Separate accounts investing directly into real estate|15_9|APAC_InvestorDomicileEurope_SeparateAccountsDirect|APAC_IDEUR_SepAccDirect|Europe - Separate accounts investing directly||APAC Capital raised|Investor Domicile and Vehicle Type|q15||338
q112_3_apac|CURRENCY|APAC: Europe - Separate accounts investing into indirect vehicles|15_10|APAC_InvestorDomicileEurope_SeparateAccountsIndirect|APAC_IDEUR_SepAccIndirect|Europe - Separate accounts investing indirectly||APAC Capital raised|Investor Domicile and Vehicle Type|q15||339
q112_4_apac|CURRENCY|APAC: Europe - Joint ventures and club deals|15_11|APAC_InvestorDomicileEurope_JVs|APAC_IDEUR_JVs|Europe - Joint ventures and club deals||APAC Capital raised|Investor Domicile and Vehicle Type|q15||340
q112_5_apac|CURRENCY|APAC: Europe - Funds of funds|15_12|APAC_InvestorDomicileEurope_FundsOfFunds|APAC_IDEUR_FOF|Europe - Funds of funds||APAC Capital raised|Investor Domicile and Vehicle Type|q15||341
q112_6_apac|CURRENCY|APAC: Europe - Non-listed debt products|15_13|APAC_InvestorDomicileEurope_Debt|APAC_IDEUR_Debt|Europe - Non-listed debt products||APAC Capital raised|Investor Domicile and Vehicle Type|q15||342
q11ROW2_Total_apac|CURRENCY|APAC: Europe - TOTAL|15_14|APAC_InvestorDomicileEurope_VehicleType_Total|APAC_IDEUR_VT_Total|Europe - Vehicle type total||APAC Capital raised|Investor Domicile and Vehicle Type|q15||343
q113_1_apac|CURRENCY|APAC: North America - Non-listed/ commingled real estate funds/private REITs|15_15|APAC_InvestorDomicileNorthAmerica_NonListedFunds|APAC_IDNA_NLF|North America - Non-listed funds||APAC Capital raised|Investor Domicile and Vehicle Type|q15||344
q113_2_apac|CURRENCY|APAC: North America - Separate accounts investing directly into real estate|15_16|APAC_InvestorDomicileNorthAmerica_SeparateAccountsDirect|APAC_IDNA_SepAccDirect|North America - Separate accounts investing directly||APAC Capital raised|Investor Domicile and Vehicle Type|q15||345
q113_3_apac|CURRENCY|APAC: North America - Separate accounts investing into indirect vehicles|15_17|APAC_InvestorDomicileNorthAmerica_SeparateAccountsIndirect|APAC_IDNA_SepAccIndirect|North America - Separate accounts investing indirectly||APAC Capital raised|Investor Domicile and Vehicle Type|q15||346
q113_4_apac|CURRENCY|APAC: North America - Joint ventures and club deals|15_18|APAC_InvestorDomicileNorthAmerica_JVs|APAC_IDNA_JVs|North America - Joint ventures and club deals||APAC Capital raised|Investor Domicile and Vehicle Type|q15||347
q113_5_apac|CURRENCY|APAC: North America - Funds of funds|15_19|APAC_InvestorDomicileNorthAmerica_FundsOfFunds|APAC_IDNA_FOF|North America - Funds of funds||APAC Capital raised|Investor Domicile and Vehicle Type|q15||348
q113_6_apac|CURRENCY|APAC: North America - Non-listed debt products|15_20|APAC_InvestorDomicileNorthAmerica_Debt|APAC_IDNA_Debt|North America - Non-listed debt products||APAC Capital raised|Investor Domicile and Vehicle Type|q15||349
q11ROW3_Total_apac|CURRENCY|APAC: North America - TOTAL|15_21|APAC_InvestorDomicileNorthAmerica_VehicleType_Total|APAC_IDNA_VT_Total|North America - Vehicle type total||APAC Capital raised|Investor Domicile and Vehicle Type|q15||350
q114_1_apac|CURRENCY|APAC: South America - Non-listed/ commingled real estate funds/private REITs|15_22|APAC_InvestorDomicileSouthAmerica_NonListedFunds|APAC_IDSA_NLF|South America - Non-listed funds||APAC Capital raised|Investor Domicile and Vehicle Type|q15||351
q114_2_apac|CURRENCY|APAC: South America - Separate accounts investing directly into real estate|15_23|APAC_InvestorDomicileSouthAmerica_SeparateAccountsDirect|APAC_IDSA_SepAccDirect|South America - Separate accounts investing directly||APAC Capital raised|Investor Domicile and Vehicle Type|q15||352
q114_3_apac|CURRENCY|APAC: South America - Separate accounts investing into indirect vehicles|15_24|APAC_InvestorDomicileSouthAmerica_SeparateAccountsIndirect|APAC_IDSA_SepAccIndirect|South America - Separate accounts investing indirectly||APAC Capital raised|Investor Domicile and Vehicle Type|q15||353
q114_4_apac|CURRENCY|APAC: South America - Joint ventures and club deals|15_25|APAC_InvestorDomicileSouthAmerica_JVs|APAC_IDSA_JVs|South America - Joint ventures and club deals||APAC Capital raised|Investor Domicile and Vehicle Type|q15||354
q114_5_apac|CURRENCY|APAC: South America - Funds of funds|15_26|APAC_InvestorDomicileSouthAmerica_FundsOfFunds|APAC_IDSA_FOF|South America - Funds of funds||APAC Capital raised|Investor Domicile and Vehicle Type|q15||355
q114_6_apac|CURRENCY|APAC: South America - Non-listed debt products|15_27|APAC_InvestorDomicileSouthAmerica_Debt|APAC_IDSA_Debt|South America - Non-listed debt products||APAC Capital raised|Investor Domicile and Vehicle Type|q15||356
q11ROW4_Total_apac|CURRENCY|APAC: South America - TOTAL|15_28|APAC_InvestorDomicileSouthAmerica_VehicleType_Total|APAC_IDSA_VT_Total|South America - Vehicle type total||APAC Capital raised|Investor Domicile and Vehicle Type|q15||357
q115_1_apac|CURRENCY|APAC: Africa - Non-listed/ commingled real estate funds/private REITs|15_29|APAC_InvestorDomicileAfrica_NonListedFunds|APAC_IDAFR_NLF|Africa - Non-listed funds||APAC Capital raised|Investor Domicile and Vehicle Type|q15||358
q115_2_apac|CURRENCY|APAC: Africa - Separate accounts investing directly into real estate|15_30|APAC_InvestorDomicileAfrica_SeparateAccountsDirect|APAC_IDAFR_SepAccDirect|Africa - Separate accounts investing directly||APAC Capital raised|Investor Domicile and Vehicle Type|q15||359
q115_3_apac|CURRENCY|APAC: Africa - Separate accounts investing into indirect vehicles|15_31|APAC_InvestorDomicileAfrica_SeparateAccountsIndirect|APAC_IDAFR_SepAccIndirect|Africa - Separate accounts investing indirectly||APAC Capital raised|Investor Domicile and Vehicle Type|q15||360
q115_4_apac|CURRENCY|APAC: Africa - Joint ventures and club deals|15_32|APAC_InvestorDomicileAfrica_JVs|APAC_IDAFR_JVs|Africa - Joint ventures and club deals||APAC Capital raised|Investor Domicile and Vehicle Type|q15||361
q115_5_apac|CURRENCY|APAC: Africa - Funds of funds|15_33|APAC_InvestorDomicileAfrica_FundsOfFunds|APAC_IDAFR_FOF|Africa - Funds of funds||APAC Capital raised|Investor Domicile and Vehicle Type|q15||362
q115_6_apac|CURRENCY|APAC: Africa - Non-listed debt products|15_34|APAC_InvestorDomicileAfrica_Debt|APAC_IDAFR_Debt|Africa - Non-listed debt products||APAC Capital raised|Investor Domicile and Vehicle Type|q15||363
q11ROW5_Total_apac|CURRENCY|APAC: Africa - TOTAL|15_35|APAC_InvestorDomicileAfrica_VehicleType_Total|APAC_IDAFR_VT_Total|Africa - Vehicle type total||APAC Capital raised|Investor Domicile and Vehicle Type|q15||364
q11COL1_Total_apac|CURRENCY|APAC: TOTAL - Non-listed/ commingled real estate funds/private REITs|15_36|APAC_InvestorDomicile_NonListedFunds_Total|APAC_ID_NLF_Total|Investor domicile total - Non-listed funds||APAC Capital raised|Investor Domicile and Vehicle Type|q15||365
q11COL2_Total_apac|CURRENCY|APAC: TOTAL - Separate accounts investing directly into real estate|15_37|APAC_InvestorDomicile_SeparateAccountsDirect_Total|APAC_ID_SepAccDirect_Total|Investor domicile total - Separate accounts investing directly||APAC Capital raised|Investor Domicile and Vehicle Type|q15||366
q11COL3_Total_apac|CURRENCY|APAC: TOTAL - Separate accounts investing into indirect vehicles|15_38|APAC_InvestorDomicile_SeparateAccountsIndirect_Total|APAC_ID_SepAccIndirect_Total|Investor domicile total - Separate accounts investing indirectly||APAC Capital raised|Investor Domicile and Vehicle Type|q15||367
q11COL4_Total_apac|CURRENCY|APAC: TOTAL - Joint ventures and club deals|15_39|APAC_InvestorDomicile_JVs_Total|APAC_ID_JVs_Total|Investor domicile total - Joint ventures and club deals||APAC Capital raised|Investor Domicile and Vehicle Type|q15||368
q11COL5_Total_apac|CURRENCY|APAC: TOTAL - Funds of funds|15_40|APAC_InvestorDomicile_FundsOfFunds_Total|APAC_ID_FOF_Total|Investor domicile total - Funds of funds||APAC Capital raised|Investor Domicile and Vehicle Type|q15||369
q11COL6_Total_apac|CURRENCY|APAC: TOTAL - Non-listed debt products|15_41|APAC_InvestorDomicile_Debt_Total|APAC_ID_Debt_Total|Investor domicile total - Non-listed debt products||APAC Capital raised|Investor Domicile and Vehicle Type|q15||370
q11GRANDTotal_apac|CURRENCY|APAC TOTAL Capital Raised in 2020 for your Asia Pacific strategy by investor domicile|15_42|APAC_InvestorDomicile_VehicleType_Total|APAC_ID_VT_Total|Investor domicile total - Vehicle type total||APAC Capital raised|Investor Domicile and Vehicle Type|q15||371
q12_apac|NUMBER|For your Asia Pacific strategy*, for which sector-strategy did your company raise institutional capital for Non-listed vehicless in 2020?|16|APAC_CapitalRaisingActivity_NonListedVehicles_MultiSectorSingleSector|APAC_CRact_NLV_MSSS|Non-listed vehicles - Multi sector single sector||APAC Capital raised|Targeted sector|q16||372
_apac||For your Asia Pacific strategy*, how much institutional capital did your company raise for Non-listed vehicless in 2020 by targeted multi-sector (million)?|17|||||||q17||373
q131_1_apac|CURRENCY|APAC: Main sectors - Non-listed/ commingled real estate funds/private REITs|17_1|APAC_NonListedFunds_MultiSectorMainSectors|APAC_NLF_MSMS|Non-listed funds - Multi sector main sectors||APAC Capital raised|Vehicle Type and Targeted Multi Sector|q17||374
q131_2_apac|CURRENCY|APAC: Main sectors - Separate accounts investing directly into real estate|17_2|APAC_SeparateAccountsDirect_MultiSectorMainSectors|APAC_SepAccDirect_MSMS|Separate accounts investing directly - Multi sector main sectors||APAC Capital raised|Vehicle Type and Targeted Multi Sector|q17||375
q131_3_apac|CURRENCY|APAC: Main sectors - Separate accounts investing into indirect vehicles|17_3|APAC_SeparateAccountsIndirect_MultiSectorMainSectors|APAC_SepAccIndirect_MSMS|Separate accounts investing indirectly - Multi sector main sectors||APAC Capital raised|Vehicle Type and Targeted Multi Sector|q17||376
q131_4_apac|CURRENCY|APAC: Main sectors - Joint ventures and club deals|17_4|APAC_JVs_MultiSectorMainSectors|APAC_JVs_MSMS|Joint ventures and club deals - Multi sector main sectors||APAC Capital raised|Vehicle Type and Targeted Multi Sector|q17||377
q131_5_apac|CURRENCY|APAC: Main sectors - Funds of funds|17_5|APAC_FundsOfFunds_MultiSectorMainSectors|APAC_FOF_MSMS|Funds of funds - Multi sector main sectors||APAC Capital raised|Vehicle Type and Targeted Multi Sector|q17||378
q131_6_apac|CURRENCY|APAC: Main sectors - Non-listed debt products|17_6|APAC_Debt_MultiSectorMainSectors|APAC_Debt_MSMS|Non-listed debt products - Multi sector main sectors||APAC Capital raised|Vehicle Type and Targeted Multi Sector|q17||379
q13ROW1_Total_apac|CURRENCY|APAC: TOTAL - Main sectors |17_7|APAC_NonListedVehicles_MultiSectorMainSectors_Total|APAC_NLV_MSMS_Total|Non-listed vehicles total - Multi sector main sectors||APAC Capital raised|Vehicle Type and Targeted Multi Sector|q17||380
q132_1_apac|CURRENCY|APAC:  Alternative sectors - Non-listed/ commingled real estate funds/private REITs|17_8|APAC_NonListedFunds_MultiSectorAlternativeSectors|APAC_NLF_MSAS|Non-listed funds - Multi sector alternative sectors||APAC Capital raised|Vehicle Type and Targeted Multi Sector|q17||381
q132_2_apac|CURRENCY|APAC:  Alternative sectors - Separate accounts investing directly into real estate|17_9|APAC_SeparateAccountsDirect_MultiSectorAlternativeSectors|APAC_SepAccDirect_MSAS|Separate accounts investing directly - Multi sector alternative sectors||APAC Capital raised|Vehicle Type and Targeted Multi Sector|q17||382
q132_3_apac|CURRENCY|APAC:  Alternative sectors - Separate accounts investing into indirect vehicles|17_10|APAC_SeparateAccountsIndirect_MultiSectorAlternativeSectors|APAC_SepAccIndirect_MSAS|Separate accounts investing indirectly - Multi sector alternative sectors||APAC Capital raised|Vehicle Type and Targeted Multi Sector|q17||383
q132_4_apac|CURRENCY|APAC:  Alternative sectors - Joint ventures and club deals|17_11|APAC_JVs_MultiSectorAlternativeSectors|APAC_JVs_MSAS|Joint ventures and club deals - Multi sector alternative sectors||APAC Capital raised|Vehicle Type and Targeted Multi Sector|q17||384
q132_5_apac|CURRENCY|APAC:  Alternative sectors - Funds of funds|17_12|APAC_FundsOfFunds_MultiSectorAlternativeSectors|APAC_FOF_MSAS|Funds of funds - Multi sector alternative sectors||APAC Capital raised|Vehicle Type and Targeted Multi Sector|q17||385
q132_6_apac|CURRENCY|APAC:  Alternative sectors - Non-listed debt products|17_13|APAC_Debt_MultiSectorAlternativeSectors|APAC_Debt_MSAS|Non-listed debt products - Multi sector alternative sectors||APAC Capital raised|Vehicle Type and Targeted Multi Sector|q17||386
q13ROW2_Total_apac|CURRENCY|APAC:  TOTAL - Alternative sectors|17_14|APAC_NonListedVehicles_MultiSectorAlternativeSectors_Total|APAC_NLV_MSAS_Total|Non-listed vehicles total - Multi sector alternative sectors||APAC Capital raised|Vehicle Type and Targeted Multi Sector|q17||387
q13COL1_Total_apac|CURRENCY|APAC: TOTAL - Non-listed/ commingled real estate funds/private REITs|17_15|APAC_NonListedFunds_MultiSector_Total|APAC_NLF_MS_Total|Non-listed funds - Multi sector||APAC Capital raised|Vehicle Type and Targeted Multi Sector|q17||388
q13COL2_Total_apac|CURRENCY|APAC: TOTAL - Separate accounts investing directly into real estate|17_16|APAC_SeparateAccountsDirect_MultiSector_Total|APAC_SepAccDirect_MS_Total|Separate accounts investing directly - Multi sector||APAC Capital raised|Vehicle Type and Targeted Multi Sector|q17||389
q13COL3_Total_apac|CURRENCY|APAC: TOTAL - Separate accounts investing into indirect vehicles|17_17|APAC_SeparateAccountsIndirect_MultiSector_Total|APAC_SepAccIndirect_MS_Total|Separate accounts investing indirectly - Multi sector||APAC Capital raised|Vehicle Type and Targeted Multi Sector|q17||390
q13COL4_Total_apac|CURRENCY|APAC: TOTAL - Joint ventures and club deals|17_18|APAC_JVs_MultiSector_Total|APAC_JVs_MS_Total|Joint ventures and club deals - Multi sector||APAC Capital raised|Vehicle Type and Targeted Multi Sector|q17||391
q13COL5_Total_apac|CURRENCY|APAC: TOTAL - Funds of funds|17_19|APAC_FundsOfFunds_MultiSector_Total|APAC_FOF_MS_Total|Funds of funds - Multi sector||APAC Capital raised|Vehicle Type and Targeted Multi Sector|q17||392
q13COL6_Total_apac|CURRENCY|APAC: TOTAL - Non-listed debt products|17_20|APAC_Debt_MultiSector_Total|APAC_Debt_MS_Total|Non-listed debt products - Multi sector||APAC Capital raised|Vehicle Type and Targeted Multi Sector|q17||393
q13GRANDTotal_apac|CURRENCY|APAC TOTAL Raised by targeted multi-sector|17_21|APAC_NonListedVehicles_MultiSector_Total|APAC_NLV_MS_Total|Non-listed vehicles total - Multi sector||APAC Capital raised|Vehicle Type and Targeted Multi Sector|q17||394
_apac||For your Asia Pacific strategy*, how much institutional capital did your company raise for Non-listed vehicless in 2020 by targeted sector (million)?|18|||||||q18||395
q141_1_apac|CURRENCY|APAC: Office - Non-listed/ commingled real estate funds/private REITs|18_1|APAC_NonListedFunds_SingleSectorOffice|APAC_NLF_SSOffice|Non-listed funds - Single sector office||APAC Capital raised|Vehicle Type and Targeted Single Sector|q18||396
q141_2_apac|CURRENCY|APAC: Office - Separate accounts investing directly into real estate|18_2|APAC_SeparateAccountsDirect_SingleSectorOffice|APAC_SepAccDirect_SSOffice|Separate accounts investing directly - Single sector office||APAC Capital raised|Vehicle Type and Targeted Single Sector|q18||397
q141_3_apac|CURRENCY|APAC: Office - Separate accounts investing into indirect vehicles|18_3|APAC_SeparateAccountsIndirect_SingleSectorOffice|APAC_SepAccIndirect_SSOffice|Separate accounts investing indirectly - Single sector office||APAC Capital raised|Vehicle Type and Targeted Single Sector|q18||398
q141_4_apac|CURRENCY|APAC: Office - Joint ventures and club deals|18_4|APAC_JVs_SingleSectorOffice|APAC_JVs_SSOffice|Joint ventures and club deals - Single sector office||APAC Capital raised|Vehicle Type and Targeted Single Sector|q18||399
q141_5_apac|CURRENCY|APAC: Office - Funds of funds|18_5|APAC_FundsOfFunds_SingleSectorOffice|APAC_FOF_SSOffice|Funds of funds - Single sector office||APAC Capital raised|Vehicle Type and Targeted Single Sector|q18||400
q141_6_apac|CURRENCY|APAC: Office - Non-listed debt products|18_6|APAC_Debt_SingleSectorOffice|APAC_Debt_SSOffice|Non-listed debt products - Single sector office||APAC Capital raised|Vehicle Type and Targeted Single Sector|q18||401
q14ROW1_Total_apac|CURRENCY|APAC: TOTAL Office|18_7|APAC_NonListedVehicles_SingleSectorOffice_Total|APAC_NLV_SSOffice_Total|Non-listed vehicles total - Single sector office||APAC Capital raised|Vehicle Type and Targeted Single Sector|q18||402
q142_1_apac|CURRENCY|APAC: Retail - Non-listed/ commingled real estate funds/private REITs|18_8|APAC_NonListedFunds_SingleSectorRetail|APAC_NLF_SSRetail|Non-listed funds - Single sector retail||APAC Capital raised|Vehicle Type and Targeted Single Sector|q18||403
q142_2_apac|CURRENCY|APAC: Retail - Separate accounts investing directly into real estate|18_9|APAC_SeparateAccountsDirect_SingleSectorRetail|APAC_SepAccDirect_SSRetail|Separate accounts investing directly - Single sector retail||APAC Capital raised|Vehicle Type and Targeted Single Sector|q18||404
q142_3_apac|CURRENCY|APAC: Retail - Separate accounts investing into indirect vehicles|18_10|APAC_SeparateAccountsIndirect_SingleSectorRetail|APAC_SepAccIndirect_SSRetail|Separate accounts investing indirectly - Single sector retail||APAC Capital raised|Vehicle Type and Targeted Single Sector|q18||405
