Column|Format|QuestionText|dtcode|answer_Label|answer_label_condensed|qn_breakdown_label|section|Topic|sub_topic|Question|comment|column_order
q53_2|CURRENCY|Sovereign wealth funds - Separate accounts investing directly into real estate|6_16|SovereignWealthFunds_SeparateAccountsDirect|SWF_SepAccDirect|Sovereign wealth funds - Separate accounts investing directly||Capital raised |Investor Type and Vehicle Type|q6||140
q53_3|CURRENCY|Sovereign wealth funds - Separate accounts investing into indirect vehicles|6_17|SovereignWealthFunds_SeparateAccountsIndirect|SWF_SepAccIndirect|Sovereign wealth funds - Separate accounts investing indirectly||Capital raised |Investor Type and Vehicle Type|q6||141
q53_4|CURRENCY|Sovereign wealth funds - Joint ventures and club deals|6_18|SovereignWealthFunds_JVs|SWF_JVs|Sovereign wealth funds - Joint ventures and club deals||Capital raised |Investor Type and Vehicle Type|q6||142
q53_5|CURRENCY|Sovereign wealth funds - Funds of funds|6_19|SovereignWealthFunds_FundsOfFunds|SWF_FOF|Sovereign wealth funds - Funds of funds||Capital raised |Investor Type and Vehicle Type|q6||143
q53_6|CURRENCY|Sovereign wealth funds - Non-listed debt products|6_20|SovereignWealthFunds_Debt|SWF_Debt|Sovereign wealth funds - Non-listed debt products||Capital raised |Investor Type and Vehicle Type|q6||144
q5ROW3_hidden|CURRENCY|Sovereign wealth funds TOTAL|6_21|SovereignWealthFunds_VehicleType_Total|SWF_VT_Total|Sovereign wealth funds - Vehicle type total||Capital raised |Investor Type and Vehicle Type|q6||145
q54_1|CURRENCY|Government institutions - Non-listed/ commingled real estate funds/private REITs|6_22|GovernmentInstitutions_NonListedFunds|GI_NLF|Government institutions - Non-listed fund||Capital raised |Investor Type and Vehicle Type|q6||146
q54_2|CURRENCY|Government institutions - Separate accounts investing directly into real estate|6_23|GovernmentInstitutions_SeparateAccountsDirect|GI_SepAccDirect|Government institutions - Separate accounts investing directly||Capital raised |Investor Type and Vehicle Type|q6||147
q54_3|CURRENCY|Government institutions - Separate accounts investing into indirect vehicles|6_24|GovernmentInstitutions_SeparateAccountsIndirect|GI_SepAccIndirect|Government institutions - Separate accounts investing indirectly||Capital raised |Investor Type and Vehicle Type|q6||148
q54_4|CURRENCY|Government institutions - Joint ventures and club deals|6_25|GovernmentInstitutions_JVs|GI_JVs|Government institutions - Joint ventures and club deals||Capital raised |Investor Type and Vehicle Type|q6||149
q54_5|CURRENCY|Government institutions - Funds of funds|6_26|GovernmentInstitutions_FundsOfFunds|GI_FOF|Government institutions - Funds of funds||Capital raised |Investor Type and Vehicle Type|q6||150
q54_6|CURRENCY|Government institutions - Non-listed debt products|6_27|GovernmentInstitutions_Debt|GI_Debt|Government institutions - Non-listed debt products||Capital raised |Investor Type and Vehicle Type|q6||151
q5ROW4_hidden|CURRENCY|Government institutions TOTAL|6_28|GovernmentInstitutions_VehicleType_Total|GI_VT_Total|Government institutions - Vehicle type total||Capital raised |Investor Type and Vehicle Type|q6||152
q55_1|CURRENCY|Charities, foundations, non-profit organisations - Non-listed/ commingled real estate funds/private REITs|6_29|CharitiesFoundationsNonProfitOrganizations_NonListedFunds|CF&NPO_NLF|Charities, foundations & non-profit organisations - Non-listed fund||Capital raised |Investor Type and Vehicle Type|q6||153
q55_2|CURRENCY|Charities, foundations, non-profit organisations - Separate accounts investing directly into real estate|6_30|CharitiesFoundationsNonProfitOrganizations_SeparateAccountsDirect|CF&NPO_SepAccDirect|Charities, foundations & non-profit organisations - Separate accounts investing directly||Capital raised |Investor Type and Vehicle Type|q6||154
q55_3|CURRENCY|Charities, foundations, non-profit organisations - Separate accounts investing into indirect vehicles|6_31|CharitiesFoundationsNonProfitOrganizations_SeparateAccountsIndirect|CF&NPO_SepAccIndirect|Charities, foundations & non-profit organisations - Separate accounts investing indirectly||Capital raised |Investor Type and Vehicle Type|q6||155
q55_4|CURRENCY|Charities, foundations, non-profit organisations - Joint ventures and club deals|6_32|CharitiesFoundationsNonProfitOrganizations_JVs|CF&NPO_JVs|Charities, foundations & non-profit organisations - Joint ventures and club deals||Capital raised |Investor Type and Vehicle Type|q6||156
q55_5|CURRENCY|Charities, foundations, non-profit organisations - Funds of funds|6_33|CharitiesFoundationsNonProfitOrganizations_FundsOfFunds|CF&NPO_FOF|Charities, foundations & non-profit organisations - Funds of funds||Capital raised |Investor Type and Vehicle Type|q6||157
q55_6|CURRENCY|Charities, foundations, non-profit organisations - Non-listed debt products|6_34|CharitiesFoundationsNonProfitOrganizations_Debt|CF&NPO_Debt|Charities, foundations & non-profit organisations - Non-listed debt products||Capital raised |Investor Type and Vehicle Type|q6||158
q5ROW5_hidden|CURRENCY|Charities, foundations, non-profit organisations  TOTAL|6_35|CharitiesFoundationsNonProfitOrganizations_VehicleType_Total|CF&NPO_VT_Total|Charities, foundations & non-profit organisations - Vehicle type total||Capital raised |Investor Type and Vehicle Type|q6||159
q56_1|CURRENCY|Funds of funds - Non-listed/ commingled real estate funds/private REITs|6_36|FundsOfFunds_NonListedFunds|FOF_NLF|Funds of funds - Non-listed fund||Capital raised |Investor Type and Vehicle Type|q6||160
q56_2|CURRENCY|Funds of funds - Separate accounts investing directly into real estate|6_37|FundsOfFunds_SeparateAccountsDirect|FOF_SepAccDirect|Funds of funds - Separate accounts investing directly||Capital raised |Investor Type and Vehicle Type|q6||161
q56_3|CURRENCY|Funds of funds - Separate accounts investing into indirect vehicles|6_38|FundsOfFunds_SeparateAccountsIndirect|FOF_SepAccIndirect|Funds of funds - Separate accounts investing indirectly||Capital raised |Investor Type and Vehicle Type|q6||162
q56_4|CURRENCY|Funds of funds - Joint ventures and club deals|6_39|FundsOfFunds_JVs|FOF_JVs|Funds of funds - Joint ventures and club deals||Capital raised |Investor Type and Vehicle Type|q6||163
q56_5|CURRENCY|Funds of funds - Funds of funds|6_40|FundsOfFunds_FundsOfFunds|FOF_FOF|Funds of funds - Funds of funds||Capital raised |Investor Type and Vehicle Type|q6||164
q56_6|CURRENCY|Funds of funds - Non-listed debt products|6_41|FundsOfFunds_Debt|FOF_Debt|Funds of funds - Non-listed debt products||Capital raised |Investor Type and Vehicle Type|q6||165
q5ROW6_hidden|CURRENCY|Funds of funds TOTAL|6_42|FundsOfFunds_VehicleType_Total|FOF_VT_Total|Funds of funds - Vehicle type total||Capital raised |Investor Type and Vehicle Type|q6||166
q57_1|CURRENCY|High net worth individuals /Family offices - Non-listed/ commingled real estate funds/private REITs|6_43|HighnetWorthIndividualsFamilyOffices_NonListedFunds|HNWI/FO_NLF|Hign net worth individuals/Family offices - Non-listed fund||Capital raised |Investor Type and Vehicle Type|q6||167
q57_2|CURRENCY|High net worth individuals /Family offices - Separate accounts investing directly into real estate|6_44|HighnetWorthIndividualsFamilyOffices_SeparateAccountsDirect|HNWI/FO_SepAccDirect|Hign net worth individuals/Family offices - Separate accounts investing directly||Capital raised |Investor Type and Vehicle Type|q6||168
q57_3|CURRENCY|High net worth individuals /Family offices - Separate accounts investing into indirect vehicles|6_45|HighnetWorthIndividualsFamilyOffices_SeparateAccountsIndirect|HNWI/FO_SepAccIndirect|Hign net worth individuals/Family offices - Separate accounts investing indirectly||Capital raised |Investor Type and Vehicle Type|q6||169
q57_4|CURRENCY|High net worth individuals /Family offices - Joint ventures and club deals|6_46|HighnetWorthIndividualsFamilyOffices_JVs|HNWI/FO_JVs|Hign net worth individuals/Family offices - Joint ventures and club deals||Capital raised |Investor Type and Vehicle Type|q6||170
q57_5|CURRENCY|High net worth individuals /Family offices - Funds of funds|6_47|HighnetWorthIndividualsFamilyOffices_FundsOfFunds|HNWI/FO_FOF|Hign net worth individuals/Family offices - Funds of funds||Capital raised |Investor Type and Vehicle Type|q6||171
q57_6|CURRENCY|High net worth individuals /Family offices - Non-listed debt products|6_48|HighnetWorthIndividualsFamilyOffices_Debt|HNWI/FO_Debt|Hign net worth individuals/Family offices - Non-listed debt products||Capital raised |Investor Type and Vehicle Type|q6||172
q5ROW7_hidden|CURRENCY|High net worth individuals /Family offices TOTAL|6_49|HighnetWorthIndividualsFamilyOffices_VehicleType_Total|HNWI/FO_VT_Total|Hign net worth individuals/Family offices - Vehicle type total||Capital raised |Investor Type and Vehicle Type|q6||173
q5other|TEXT|Other (please specify)|6_50|OtherInvestorTypetext|OtherITText|Other investor type||Capital raised |Investor Type and Vehicle Type|q6||174
q58_1|CURRENCY|Other - Non-listed/ commingled real estate funds/private REITs|6_51|OtherInvestorType_NonListedFunds|OtherIT_NLF|Other investor type - Non-listed fund||Capital raised |Investor Type and Vehicle Type|q6||175
q58_2|CURRENCY|Other - Separate accounts investing directly into real estate|6_52|OtherInvestorType_SeparateAccountsDirect|OtherIT_SepAccDirect|Other investor type - Separate accounts investing directly||Capital raised |Investor Type and Vehicle Type|q6||176
q58_3|CURRENCY|Other - Separate accounts investing into indirect vehicles|6_53|OtherInvestorType_SeparateAccountsIndirect|OtherIT_SepAccIndirect|Other investor type - Separate accounts investing indirectly||Capital raised |Investor Type and Vehicle Type|q6||177
q58_4|CURRENCY|Other - Joint ventures and club deals|6_54|OtherInvestorType_JVs|OtherIT_JVs|Other investor type - Joint ventures and club deals||Capital raised |Investor Type and Vehicle Type|q6||178
q58_5|CURRENCY|Other - Funds of funds|6_55|OtherInvestorType_FundsOfFunds|OtherIT_FOF|Other investor type - Funds of funds||Capital raised |Investor Type and Vehicle Type|q6||179
q58_6|CURRENCY|Other - Non-listed debt products|6_56|OtherInvestorType_Debt|OtherIT_Debt|Other investor type - Non-listed debt products||Capital raised |Investor Type and Vehicle Type|q6||180
q5ROW8_hidden|CURRENCY|Other TOTAL|6_57|OtherInvestorType_VehicleType_Total|OtherIT_VT_Total|Other investor type - Vehicle type total||Capital raised |Investor Type and Vehicle Type|q6||181
q5COL1_hidden|CURRENCY|Non-listed/ commingled real estate funds/private REITs TOTAL|6_58|InvestorType_NonListedFunds_Total|IT_NLF_Total|Investor type - Non-listed fund total||Capital raised |Investor Type and Vehicle Type|q6||182
q5COL2_hidden|CURRENCY|Separate accounts investing directly into real estate TOTAL|6_59|InvestorType_SeparateAccountsDirect_Total|IT_SepAccDirect_Total|Investor type - Separate accounts investing directly total||Capital raised |Investor Type and Vehicle Type|q6||183
q5COL3_hidden|CURRENCY|Separate accounts investing into indirect vehicles TOTAL|6_60|InvestorType_SeparateAccountsIndirect_Total|IT_SepAccIndirect_Total|Investor type - Separate accounts investing indirectly total||Capital raised |Investor Type and Vehicle Type|q6||184
q5COL4_hidden|CURRENCY|Joint ventures and club deals TOTAL|6_61|InvestorType_JVs_Total|IT_JVs_Total|Investor type - Joint ventures and club deals total||Capital raised |Investor Type and Vehicle Type|q6||185
q5COL5_hidden|CURRENCY|Funds of funds TOTAL|6_62|InvestorType_FundsOfFunds_Total|IT_FOF_Total|Investor type - Funds of funds total||Capital raised |Investor Type and Vehicle Type|q6||186
q5COL6_hidden|CURRENCY|Non-listed debt products TOTAL|6_63|InvestorType_Debt_Total|IT_Debt_Total|Investor type - Non-listed debt products total||Capital raised |Investor Type and Vehicle Type|q6||187
q5GRANDTotal_hidden|CURRENCY|Total capital company raised in 2015 from institutional investors by investor type (million)|6_64|InvestorType_VehicleType_Total|IT_VT_Total|Investor type - Vehicle type total||Capital raised |Investor Type and Vehicle Type|q6||188
||How much capital did your company raise in 2015 from Institutional Investors by investor domicile (million)?|7|||||||||189
q61_1|CURRENCY|Europe - Non-listed/ commingled real estate funds/private REITs|7_1|InvestorDomicileEurope_NonListedFunds|IDEUR_NLF|Europe - Non-listed funds||Capital raised |Investor Domicile and Vehicle Type|q7||190
q61_2|CURRENCY|Europe - Separate accounts investing directly into real estate|7_2|InvestorDomicileEurope_SeparateAccountsDirect|IDEUR_SepAccDirect|Europe - Separate accounts direct||Capital raised |Investor Domicile and Vehicle Type|q7||191
q61_3|CURRENCY|Europe - Separate accounts investing into indirect vehicles|7_3|InvestorDomicileEurope_SeparateAccountsIndirect|IDEUR_SepAccIndirect|Europe - Separate accounts indirect||Capital raised |Investor Domicile and Vehicle Type|q7||192
q61_4|CURRENCY|Europe - Joint ventures and club deals|7_4|InvestorDomicileEurope_JVs|IDEUR_JVs|Europe -  Joint ventures and club deals||Capital raised |Investor Domicile and Vehicle Type|q7||193
q61_5|CURRENCY|Europe - Funds of funds|7_5|InvestorDomicileEurope_FundsOfFunds|IDEUR_FOF|Europe - Funds of funds||Capital raised |Investor Domicile and Vehicle Type|q7||194
q61_6|CURRENCY|Europe - Non-listed debt products|7_6|InvestorDomicileEurope_Debt|IDEUR_Debt|Europe - Non-listed debt||Capital raised |Investor Domicile and Vehicle Type|q7||195
q6ROW1_hidden|CURRENCY|Europe  TOTAL|7_7|InvestorDomicileEurope_VehicleType_Total|IDEUR_VT_Total|Europe - Vehicle type total||Capital raised |Investor Domicile and Vehicle Type|q7||196
q62_1|CURRENCY|Asia Pacific - Non-listed/ commingled real estate funds/private REITs|7_8|InvestorDomicileAsiaPacific_NonListedFunds|IDAPAC_NLF|Asia Pacific - Non-listed funds||Capital raised |Investor Domicile and Vehicle Type|q7||197
q62_2|CURRENCY|Asia Pacific - Separate accounts investing directly into real estate|7_9|InvestorDomicileAsiaPacific_SeparateAccountsDirect|IDAPAC_SepAccDirect|Asia Pacific - Separate accounts direct||Capital raised |Investor Domicile and Vehicle Type|q7||198
q62_3|CURRENCY|Asia Pacific - Separate accounts investing into indirect vehicles|7_10|InvestorDomicileAsiaPacific_SeparateAccountsIndirect|IDAPAC_SepAccIndirect|Asia Pacific - Separate accounts indirect||Capital raised |Investor Domicile and Vehicle Type|q7||199
q62_4|CURRENCY|Asia Pacific - Joint ventures and club deals|7_11|InvestorDomicileAsiaPacific_JVs|IDAPAC_JVs|Asia Pacific - Joint ventures and club deals||Capital raised |Investor Domicile and Vehicle Type|q7||200
q62_5|CURRENCY|Asia Pacific - Funds of funds|7_12|InvestorDomicileAsiaPacific_FundsOfFunds|IDAPAC_FOF|Asia Pacific - Funds of funds||Capital raised |Investor Domicile and Vehicle Type|q7||201
q62_6|CURRENCY|Asia Pacific - Non-listed debt products|7_13|InvestorDomicileAsiaPacific_Debt|IDAPAC_Debt|Asia Pacific - Non-listed debt||Capital raised |Investor Domicile and Vehicle Type|q7||202
q6ROW2_hidden|CURRENCY|Asia Pacific  TOTAL|7_14|InvestorDomicileAsiaPacific_VehicleType_Total|IDAPAC_VT_Total|Asia Pacific - Vehicle type total||Capital raised |Investor Domicile and Vehicle Type|q7||203
q63_1|CURRENCY|North America - Non-listed/ commingled real estate funds/private REITs|7_15|InvestorDomicileNorthAmerica_NonListedFunds|IDNA_NLF|North America - Non-listed funds||Capital raised |Investor Domicile and Vehicle Type|q7||204
q63_2|CURRENCY|North America - Separate accounts investing directly into real estate|7_16|InvestorDomicileNorthAmerica_SeparateAccountsDirect|IDNA_SepAccDirect|North America - Separate accounts direct||Capital raised |Investor Domicile and Vehicle Type|q7||205
q63_3|CURRENCY|North America - Separate accounts investing into indirect vehicles|7_17|InvestorDomicileNorthAmerica_SeparateAccountsIndirect|IDNA_SepAccIndirect|North America - Separate accounts indirect||Capital raised |Investor Domicile and Vehicle Type|q7||206
q63_4|CURRENCY|North America - Joint ventures and club deals|7_18|InvestorDomicileNorthAmerica_JVs|IDNA_JVs|North America -  Joint ventures and club deals||Capital raised |Investor Domicile and Vehicle Type|q7||207
q63_5|CURRENCY|North America - Funds of funds|7_19|InvestorDomicileNorthAmerica_FundsOfFunds|IDNA_FOF|North America - Funds of funds||Capital raised |Investor Domicile and Vehicle Type|q7||208
q63_6|CURRENCY|North America - Non-listed debt products|7_20|InvestorDomicileNorthAmerica_Debt|IDNA_Debt|North America - Non-listed debt||Capital raised |Investor Domicile and Vehicle Type|q7||209
q6ROW3_hidden|CURRENCY|North America  TOTAL|7_21|InvestorDomicileNorthAmerica_VehicleType_Total|IDNA_VT_Total|North America - Vehicle type total||Capital raised |Investor Domicile and Vehicle Type|q7||210
q64_1|CURRENCY|South America - Non-listed/ commingled real estate funds/private REITs|7_22|InvestorDomicileSouthAmerica_NonListedFunds|IDSA_NLF|South America - Non-listed funds||Capital raised |Investor Domicile and Vehicle Type|q7||211
q64_2|CURRENCY|South America - Separate accounts investing directly into real estate|7_23|InvestorDomicileSouthAmerica_SeparateAccountsDirect|IDSA_SepAccDirect|South America - Separate accounts direct||Capital raised |Investor Domicile and Vehicle Type|q7||212
q64_3|CURRENCY|South America - Separate accounts investing into indirect vehicles|7_24|InvestorDomicileSouthAmerica_SeparateAccountsIndirect|IDSA_SepAccIndirect|South America - Separate accounts indirect||Capital raised |Investor Domicile and Vehicle Type|q7||213
q64_4|CURRENCY|South America - Joint ventures and club deals|7_25|InvestorDomicileSouthAmerica_JVs|IDSA_JVs|South America -  Joint ventures and club deals||Capital raised |Investor Domicile and Vehicle Type|q7||214
q64_5|CURRENCY|South America - Funds of funds|7_26|InvestorDomicileSouthAmerica_FundsOfFunds|IDSA_FOF|South America - Funds of funds||Capital raised |Investor Domicile and Vehicle Type|q7||215
q64_6|CURRENCY|South America - Non-listed debt products|7_27|InvestorDomicileSouthAmerica_Debt|IDSA_Debt|South America - Non-listed debt||Capital raised |Investor Domicile and Vehicle Type|q7||216
q6ROW4_hidden|CURRENCY|South America  TOTAL|7_28|InvestorDomicileSouthAmerica_VehicleType_Total|IDSA_VT_Total|South America - Vehicle type total||Capital raised |Investor Domicile and Vehicle Type|q7||217
q65_1|CURRENCY|Africa - Non-listed/ commingled real estate funds/private REITs|7_29|InvestorDomicileAfrica_NonListedFunds|IDAFR_NLF|Africa - Non-listed funds||Capital raised |Investor Domicile and Vehicle Type|q7||218
q65_2|CURRENCY|Africa - Separate accounts investing directly into real estate|7_30|InvestorDomicileAfrica_SeparateAccountsDirect|IDAFR_SepAccDirect|Africa - Separate accounts direct||Capital raised |Investor Domicile and Vehicle Type|q7||219
q65_3|CURRENCY|Africa - Separate accounts investing into indirect vehicles|7_31|InvestorDomicileAfrica_SeparateAccountsIndirect|IDAFR_SepAccIndirect|Africa - Separate accounts indirect||Capital raised |Investor Domicile and Vehicle Type|q7||220
q65_4|CURRENCY|Africa - Joint ventures and club deals|7_32|InvestorDomicileAfrica_JVs|IDAFR_JVs|Africa -  Joint ventures and club deals||Capital raised |Investor Domicile and Vehicle Type|q7||221
q65_5|CURRENCY|Africa - Funds of funds|7_33|InvestorDomicileAfrica_FundsOfFunds|IDAFR_FOF|Africa - Funds of funds||Capital raised |Investor Domicile and Vehicle Type|q7||222
q65_6|CURRENCY|Africa - Non-listed debt products|7_34|InvestorDomicileAfrica_Debt|IDAFR_Debt|Africa - Non-listed debt||Capital raised |Investor Domicile and Vehicle Type|q7||223
q6ROW5_hidden|CURRENCY|Africa  TOTAL|7_35|InvestorDomicileAfrica_VehicleType_Total|IDAFR_VT_Total|Africa - Vehicle type total||Capital raised |Investor Domicile and Vehicle Type|q7||224
q6COL1_hidden|CURRENCY|Non-listed/ commingled real estate funds/private REITs TOTAL|7_36|InvestorDomicile_NonListedFunds_Total|ID_NLF_Total|Regional strategy - Non-listed funds total||Capital raised |Investor Domicile and Vehicle Type|q7||225
q6COL2_hidden|CURRENCY|Separate accounts investing directly into real estate TOTAL|7_37|InvestorDomicile_SeparateAccountsDirect_Total|ID_SepAccDirect_Total|Regional strategy - Separate accounts investing directly total||Capital raised |Investor Domicile and Vehicle Type|q7||226
q6COL3_hidden|CURRENCY|Separate accounts investing into indirect vehicles TOTAL|7_38|InvestorDomicile_SeparateAccountsIndirect_Total|ID_SepAccIndirect_Total|Regional strategy - Separate accounts indirect total||Capital raised |Investor Domicile and Vehicle Type|q7||227
q6COL4_hidden|CURRENCY|Joint ventures and club deals TOTAL|7_39|InvestorDomicile_JVs_Total|ID_JVs_Total|Regional strategy - Joint ventures and club deals total||Capital raised |Investor Domicile and Vehicle Type|q7||228
q6COL5_hidden|CURRENCY|Funds of funds TOTAL|7_40|InvestorDomicile_FundsOfFunds_Total|ID_FOF_Total|Regional strategy - Funds of funds total||Capital raised |Investor Domicile and Vehicle Type|q7||229
q6COL6_hidden|CURRENCY|Non-listed debt products TOTAL|7_41|InvestorDomicile_Debt_Total|ID_Debt_Total|Regional strategy - Non-listed debt total||Capital raised |Investor Domicile and Vehicle Type|q7||230
q6GRANDTotal_hidden|CURRENCY|Total capital company raised in 2015 from Institutional Investors by investor domicile (million)|7_42|InvestorDomicile_VehicleType_Total|ID_VT_Total|Regional strategy - Vehicle type total||Capital raised |Investor Domicile and Vehicle Type|q7||231
||What percentage of the total capital was raised via...?|8|||||||||232
q7_1|PERCENT|Placement agent|8_1|PercentMethod_PlacementAgent|PercMeth_PlacAg|Placement agent||Capital raised |Method|q8||233
q7_2|PERCENT|Investors contacting you directly|8_2|PercentMethod_InvestorsContactingDirectly|PercMeth_InvConDirect|Investor contracting directly||Capital raised |Method|q8||234
q7_3|PERCENT|Your own direct relationship with investors|8_3|PercentMethod_RelationshipWithInvestors|PercMeth_RelWithInv|Relationship with investors||Capital raised |Method|q8||235
q7other|TEXT|Other (please specify)|8_4|PercentMethod_Othertext|PercMeth_OtherText|Other Text||Capital raised |Method|q8||236
q7_4|PERCENT|Other|8_5|PercentMethod_Other|PercMeth_Other|Other Method||Capital raised |Method|q8||237
||For your European* strategy, how much capital did your company raise in 2015?|9|||||||||238
q81_1|CURRENCY|(EUROPE) Pension funds - Non-listed/ commingled real estate funds/private REITs|9_1|EUROPE_PensionFunds_NonListedFunds|EUR_PF_NLF|Pension funds - Non-listed fund||Europe Capital raised|Investor Type and Vehicle Type|q9||239
q81_2|CURRENCY|(EUROPE) Pension funds - Separate accounts investing directly into real estate|9_2|EUROPE_PensionFunds_SeparateAccountsDirect|EUR_PF_SepAccDirect|Pension funds - Separate accounts investing directly||Europe Capital raised|Investor Type and Vehicle Type|q9||240
q81_3|CURRENCY|(EUROPE) Pension funds - Separate accounts investing into indirect vehicles|9_3|EUROPE_PensionFunds_SeparateAccountsIndirect|EUR_PF_SepAccIndirect|Pension funds - Separate accounts investing indirectly||Europe Capital raised|Investor Type and Vehicle Type|q9||241
q81_4|CURRENCY|(EUROPE) Pension funds - Joint ventures and club deals|9_4|EUROPE_PensionFunds_JVs|EUR_PF_JVs|Pension funds - Joint ventures and club deals||Europe Capital raised|Investor Type and Vehicle Type|q9||242
q81_5|CURRENCY|(EUROPE) Pension funds - Funds of funds|9_5|EUROPE_PensionFunds_FundsOfFunds|EUR_PF_FOF|Pension funds - Funds of funds||Europe Capital raised|Investor Type and Vehicle Type|q9||243
q81_6|CURRENCY|(EUROPE) Pension funds - Non-listed debt products|9_6|EUROPE_PensionFunds_Debt|EUR_PF_Debt|Pension funds - Non-listed debt products||Europe Capital raised|Investor Type and Vehicle Type|q9||244
q8ROW1_hidden|CURRENCY|(EUROPE) Pension funds TOTAL|9_7|EUROPE_PensionFunds_VehicleType_Total|EUR_PF_VT_Total|Pension funds - Vehicle type total||Europe Capital raised|Investor Type and Vehicle Type|q9||245
q82_1|CURRENCY|(EUROPE) Insurance companies - Non-listed/ commingled real estate funds/private REITs|9_8|EUROPE_InsuranceCompanies_NonListedFunds|EUR_IC_NLF|Insurance companies - Non-listed fund||Europe Capital raised|Investor Type and Vehicle Type|q9||246
q82_2|CURRENCY|(EUROPE) Insurance companies - Separate accounts investing directly into real estate|9_9|EUROPE_InsuranceCompanies_SeparateAccountsDirect|EUR_IC_SepAccDirect|Insurance companies - Separate accounts investing directly||Europe Capital raised|Investor Type and Vehicle Type|q9||247
q82_3|CURRENCY|(EUROPE) Insurance companies - Separate accounts investing into indirect vehicles|9_10|EUROPE_InsuranceCompanies_SeparateAccountsIndirect|EUR_IC_SepAccIndirect|Insurance companies - Separate accounts investing indirectly||Europe Capital raised|Investor Type and Vehicle Type|q9||248
q82_4|CURRENCY|(EUROPE) Insurance companies - Joint ventures and club deals|9_11|EUROPE_InsuranceCompanies_JVs|EUR_IC_JVs|Insurance companies - Joint ventures and club deals||Europe Capital raised|Investor Type and Vehicle Type|q9||249
q82_5|CURRENCY|(EUROPE) Insurance companies - Funds of funds|9_12|EUROPE_InsuranceCompanies_FundsOfFunds|EUR_IC_FOF|Insurance companies - Funds of funds||Europe Capital raised|Investor Type and Vehicle Type|q9||250
q82_6|CURRENCY|(EUROPE) Insurance companies - Non-listed debt products|9_13|EUROPE_InsuranceCompanies_Debt|EUR_IC_Debt|Insurance companies - Non-listed debt products||Europe Capital raised|Investor Type and Vehicle Type|q9||251
q8ROW2_hidden|CURRENCY|(EUROPE) Insurance companies TOTAL|9_14|EUROPE_InsuranceCompanies_VehicleType_Total|EUR_IC_VT_Total|Insurance companies - Vehicle type total||Europe Capital raised|Investor Type and Vehicle Type|q9||252
q83_1|CURRENCY|(EUROPE) Sovereign wealth funds - Non-listed/ commingled real estate funds/private REITs|9_15|EUROPE_SovereignWealthFunds_NonListedFunds|EUR_SWF_NLF|Sovereign wealth funds - Non-listed fund||Europe Capital raised|Investor Type and Vehicle Type|q9||253
q83_2|CURRENCY|(EUROPE) Sovereign wealth funds - Separate accounts investing directly into real estate|9_16|EUROPE_SovereignWealthFunds_SeparateAccountsDirect|EUR_SWF_SepAccDirect|Sovereign wealth funds - Separate accounts investing directly||Europe Capital raised|Investor Type and Vehicle Type|q9||254
q83_3|CURRENCY|(EUROPE) Sovereign wealth funds - Separate accounts investing into indirect vehicles|9_17|EUROPE_SovereignWealthFunds_SeparateAccountsIndirect|EUR_SWF_SepAccIndirect|Sovereign wealth funds - Separate accounts investing indirectly||Europe Capital raised|Investor Type and Vehicle Type|q9||255
q83_4|CURRENCY|(EUROPE) Sovereign wealth funds - Joint ventures and club deals|9_18|EUROPE_SovereignWealthFunds_JVs|EUR_SWF_JVs|Sovereign wealth funds - Joint ventures and club deals||Europe Capital raised|Investor Type and Vehicle Type|q9||256
q83_5|CURRENCY|(EUROPE) Sovereign wealth funds - Funds of funds|9_19|EUROPE_SovereignWealthFunds_FundsOfFunds|EUR_SWF_FOF|Sovereign wealth funds - Funds of funds||Europe Capital raised|Investor Type and Vehicle Type|q9||257
q83_6|CURRENCY|(EUROPE) Sovereign wealth funds - Non-listed debt products|9_20|EUROPE_SovereignWealthFunds_Debt|EUR_SWF_Debt|Sovereign wealth funds - Non-listed debt products||Europe Capital raised|Investor Type and Vehicle Type|q9||258
q8ROW3_hidden|CURRENCY|(EUROPE) Sovereign wealth funds TOTAL|9_21|EUROPE_SovereignWealthFunds_VehicleType_Total|EUR_SWF_VT_Total|Sovereign wealth funds - Vehicle type total||Europe Capital raised|Investor Type and Vehicle Type|q9||259
q84_1|CURRENCY|(EUROPE) Government institutions - Non-listed/ commingled real estate funds/private REITs|9_22|EUROPE_GovernmentInstitutions_NonListedFunds|EUR_GI_NLF|Government institutions - Non-listed fund||Europe Capital raised|Investor Type and Vehicle Type|q9||260
q84_2|CURRENCY|(EUROPE) Government institutions - Separate accounts investing directly into real estate|9_23|EUROPE_GovernmentInstitutions_SeparateAccountsDirect|EUR_GI_SepAccDirect|Government institutions - Separate accounts investing directly||Europe Capital raised|Investor Type and Vehicle Type|q9||261
q84_3|CURRENCY|(EUROPE) Government institutions - Separate accounts investing into indirect vehicles|9_24|EUROPE_GovernmentInstitutions_SeparateAccountsIndirect|EUR_GI_SepAccIndirect|Government institutions - Separate accounts investing indirectly||Europe Capital raised|Investor Type and Vehicle Type|q9||262
q84_4|CURRENCY|(EUROPE) Government institutions - Joint ventures and club deals|9_25|EUROPE_GovernmentInstitutions_JVs|EUR_GI_JVs|Government institutions - Joint ventures and club deals||Europe Capital raised|Investor Type and Vehicle Type|q9||263
q84_5|CURRENCY|(EUROPE) Government institutions - Funds of funds|9_26|EUROPE_GovernmentInstitutions_FundsOfFunds|EUR_GI_FOF|Government institutions - Funds of funds||Europe Capital raised|Investor Type and Vehicle Type|q9||264
